campaign_id,platform,influencer_category,campaign_type,start_date,end_date,campaign_duration_days,estimated_reach,engagements,clicks,conversions,product_sales,engagement_rate,ctr,conversion_rate,action_yield,revenue_per_conversion,campaign_efficiency,interaction_score,action_score,IGS,archetype
CAMP156935,Instagram,Food,Product Launch,2177-11-19 00:00:00,2177-11-30 00:00:00,11,356984,46131,2888,80,2742,0.1292242789592811,0.0080899984313022,0.0277008310249307,0.0017341917582536,34.275,0.0076810165161463,-0.1204660011057467,-0.292769162589125,-0.1723031614833782,Spike Artist
CAMP124369,YouTube,Fashion,Brand Awareness,2088-09-20 00:00:00,2088-10-08 00:00:00,18,222365,39313,1125,52,698,0.1767949092707935,0.0050592494322397,0.0462222222222222,0.0013227176760867,13.423076923076923,0.0031389832032918,-0.0932435347064467,-0.1204978976311983,-0.0272543629247516,Spike Artist
CAMP137240,Instagram,Food,Seasonal Sale,2123-12-18 00:00:00,2124-01-03 00:00:00,16,778891,66812,14142,356,3484,0.0857783695022795,0.01815658416903,0.0251732428227973,0.0053283841226127,9.786516853932584,0.0044730263926531,-0.1453280809780422,0.1115204712719506,0.2568485522499928,Spike Artist
CAMP149306,Instagram,Fitness,Brand Awareness,2156-12-30 00:00:00,2157-01-12 00:00:00,13,201673,64220,459,5,1747,0.3184362805135045,0.0022759615813718,0.0108932461873638,7.785736530675803e-05,349.4,0.0086625378707114,-0.0121887442999308,-0.8237468634498891,-0.8115581191499582,Platform Native
CAMP190611,Instagram,Beauty,Product Launch,2270-02-01 00:00:00,2270-02-17 00:00:00,16,109291,53420,1211,27,3679,0.4887868168467669,0.0110805098315506,0.0222956234516928,0.0005054286783976,136.25925925925927,0.0336624241703342,0.0852949703590424,-0.2590894040195075,-0.3443843743785499,Spike Artist
CAMP207701,TikTok,Gaming,Product Launch,2316-11-17 00:00:00,2316-11-22 00:00:00,5,982131,34316,26339,806,4444,0.0349403490980327,0.0268182146780826,0.03060100990926,0.0234875859657302,5.513647642679901,0.0045248546273358,-0.1744203232543993,0.6506008699513551,0.8250211932057545,Behavior-Positive
CAMP189672,YouTube,Fitness,Giveaway,2267-07-08 00:00:00,2267-08-05 00:00:00,28,681914,69738,5595,255,3526,0.1022680279331411,0.0082048469455092,0.0455764075067024,0.0036565430611718,13.827450980392156,0.0051707400053379,-0.1358918139025262,0.0135487427894259,0.1494405566919522,Spike Artist
CAMP195328,Instagram,Gaming,Seasonal Sale,2283-01-01 00:00:00,2283-01-30 00:00:00,29,257784,48652,3751,95,2680,0.1887316513049685,0.0145509418738168,0.0253265795787789,0.001952643262353,28.210526315789476,0.0103963007789467,-0.0864126906159953,-0.0548467145515213,0.031565976064474,Spike Artist
CAMP132513,Twitter,Food,Brand Awareness,2111-01-08 00:00:00,2111-01-28 00:00:00,20,36637,13342,289,14,1320,0.3641673717826241,0.0078882004530938,0.0484429065743944,0.0010493179433368,94.28571428571428,0.0360291508584218,0.0139810391846419,0.0354682559056543,0.0214872167210124,Spike Artist
CAMP237402,YouTube,Travel,Brand Awareness,2398-03-13 00:00:00,2398-03-17 00:00:00,4,323221,78304,3492,125,433,0.2422614867227067,0.0108037534689887,0.0357961053837342,0.0015963424601552,3.464,0.0013396406792875,-0.055780047397333,-0.0448600772307856,0.0109199701665473,Spike Artist
CAMP208660,Instagram,Food,Product Launch,2319-07-04 00:00:00,2319-07-15 00:00:00,11,376615,10768,8032,385,4423,0.0285915324668427,0.0213268191654607,0.0479332669322709,0.0357540861812778,11.488311688311688,0.0117440887909403,-0.1780534566874886,0.754399165638216,0.9324526223257046,Behavior-Positive
CAMP217162,Instagram,Fashion,Brand Awareness,2342-10-13 00:00:00,2342-10-23 00:00:00,10,625625,78117,9070,338,2191,0.1248623376623376,0.0144975024975024,0.0372657111356119,0.0043268430687302,6.482248520710059,0.0035020979020979,-0.1229621378946475,0.1490088929733991,0.2719710308680466,Spike Artist
CAMP134127,YouTube,Beauty,Seasonal Sale,2115-06-10 00:00:00,2115-06-14 00:00:00,4,174098,44123,1595,88,4535,0.2534377189858585,0.0091615067375845,0.0551724137931034,0.0019944246764725,51.53409090909091,0.0260485473698721,-0.0493844077923477,0.2042850933451655,0.2536695011375132,Full-Funnel Creator
CAMP175598,Instagram,Gaming,Brand Awareness,2228-12-25 00:00:00,2229-01-17 00:00:00,23,370794,73736,3813,49,1167,0.1988597442245559,0.0102833379180892,0.012850773669027,0.0006645329282846,23.816326530612244,0.0031473001181248,-0.0806168525666152,-0.4471870105892699,-0.3665701580226547,Spike Artist
CAMP194660,YouTube,Beauty,Seasonal Sale,2281-03-04 00:00:00,2281-03-25 00:00:00,21,326596,41732,6071,160,4968,0.1277786623228698,0.0185887151097992,0.026354801515401,0.0038339883063356,31.05,0.0152114539063552,-0.121293260489389,0.1427226185561444,0.2640158790455335,Spike Artist
CAMP115666,YouTube,Travel,Giveaway,2064-11-22 00:00:00,2064-12-11 00:00:00,19,529265,90042,4139,222,2943,0.1701264961786628,0.0078202790662522,0.0536361439961343,0.0024655160924901,13.256756756756756,0.0055605415056729,-0.0970595583779524,0.1239291395643791,0.2209886979423316,Spike Artist
CAMP202640,YouTube,Food,Seasonal Sale,2303-01-09 00:00:00,2303-01-31 00:00:00,22,91786,19674,889,21,2530,0.2143464144858693,0.009685572963197,0.0236220472440944,0.0010673985971332,120.47619047619048,0.0275641165319329,-0.0717545491229794,-0.294428098416881,-0.2226735492939016,Spike Artist
CAMP172835,YouTube,Food,Event Promotion,2221-06-02 00:00:00,2221-06-23 00:00:00,21,12964,60158,94,1,812,4.640388768898488,0.0072508485035482,0.0106382978723404,1.6622893048306127e-05,812.0,0.0626349892008639,2.461064303304916,-0.6157839745430834,-3.0768482778479997,Engagement Trap
CAMP158110,YouTube,Beauty,Product Launch,2181-02-06 00:00:00,2181-02-16 00:00:00,10,663143,70393,13243,1001,2640,0.1061505587784233,0.0199700517083042,0.0755871026202522,0.014220163936755,2.6373626373626373,0.0039810417964149,-0.1336700214901107,1.054366251571664,1.1880362730617746,Behavior-Positive
CAMP141678,TikTok,Tech,Product Launch,2136-02-11 00:00:00,2136-02-14 00:00:00,3,91603,16981,1768,41,731,0.1853760248026811,0.0193006779253954,0.0231900452488687,0.0024144632236028,17.829268292682926,0.0079800879883846,-0.0883329600996858,0.1149844644684033,0.2033174245680891,Spike Artist
CAMP211763,Twitter,Tech,Event Promotion,2328-01-01 00:00:00,2328-01-14 00:00:00,13,375265,74605,5283,29,3581,0.1988061769682757,0.014078051510266,0.0054893053189475,0.0003887138931706,123.48275862068964,0.0095425899031351,-0.0806475066240586,-0.4070112208335939,-0.3263637142095352,Spike Artist
CAMP195770,Instagram,Fitness,Event Promotion,2284-03-18 00:00:00,2284-03-24 00:00:00,6,210039,4326,2347,69,407,0.0205961749960721,0.0111741152833521,0.0293992330634853,0.0159500693481276,5.898550724637682,0.0019377353729545,-0.1826288291110441,-0.0703812914029822,0.1122475377080619,Spike Artist
CAMP242842,TikTok,Food,Brand Awareness,2413-02-02 00:00:00,2413-02-13 00:00:00,11,481613,98531,7308,431,1411,0.2045854243967667,0.0151740090072319,0.0589764641488779,0.0043742578477839,3.273781902552204,0.002929738192283,-0.0773403112410018,0.5338587880988174,0.6111990993398192,Full-Funnel Creator
CAMP182449,YouTube,Beauty,Giveaway,2247-09-28 00:00:00,2247-10-20 00:00:00,22,366752,45093,1648,101,1713,0.122952294738679,0.0044934996946165,0.0612864077669902,0.0022398154924267,16.96039603960396,0.0046707311752901,-0.1240551669121321,0.1062466594036106,0.2303018263157427,Spike Artist
CAMP213686,YouTube,Fitness,Event Promotion,2333-04-07 00:00:00,2333-04-20 00:00:00,13,301881,28164,3531,185,3616,0.0932950400985818,0.0116966619297007,0.0523930897762673,0.0065686692231217,19.545945945945945,0.0119782298322849,-0.1410266388612887,0.2872170884305608,0.4282437272918495,Spike Artist
CAMP142246,Instagram,Fashion,Seasonal Sale,2137-09-01 00:00:00,2137-09-03 00:00:00,2,915332,55854,17841,36,3608,0.0610204821856987,0.0194912884068294,0.0020178241129981,0.0006445375443119,100.22222222222224,0.0039417391722347,-0.1594958721378362,-0.2316364767297876,-0.0721406045919513,Spike Artist
CAMP184725,Instagram,Travel,Brand Awareness,2253-12-21 00:00:00,2254-01-11 00:00:00,21,352092,87185,1341,8,4975,0.247619940242891,0.0038086636447292,0.005965697240865,9.17589034811034e-05,621.875,0.0141298297036001,-0.0527136528604053,-0.8389875673842893,-0.786273914523884,Spike Artist
CAMP127726,Twitter,Fitness,Event Promotion,2097-11-29 00:00:00,2097-12-17 00:00:00,18,758006,10109,2613,51,277,0.0133363060450708,0.0034472022648897,0.0195177956371986,0.0050450093975665,5.431372549019608,0.0003654324635952,-0.1867833155512653,-0.610446197933499,-0.4236628823822336,Ghost Amplifier
CAMP222223,TikTok,Beauty,Seasonal Sale,2356-08-21 00:00:00,2356-08-22 00:00:00,1,90880,11852,2201,77,4261,0.1304137323943662,0.02421875,0.0349840981372103,0.0064967937900776,55.33766233766234,0.0468860035211267,-0.1197853320467475,0.536284971340645,0.6560703033873926,Spike Artist
CAMP140009,Instagram,Travel,Product Launch,2131-07-18 00:00:00,2131-07-26 00:00:00,8,448594,69672,568,20,1343,0.1553119301640236,0.0012661783260587,0.0352112676056338,0.0002870593638764,67.15,0.0029937984012269,-0.1055372477193133,-0.4674573511795621,-0.3619201034602487,Spike Artist
CAMP166016,Twitter,Gaming,Brand Awareness,2202-10-01 00:00:00,2202-10-26 00:00:00,25,365684,51291,2347,27,2251,0.1402604434429726,0.0064181096247032,0.0115040477204942,0.0005264081417792,83.37037037037037,0.0061555878846216,-0.114150515797541,-0.634898139919931,-0.52074762412239,Spike Artist
CAMP150463,TikTok,Fitness,Event Promotion,2160-03-01 00:00:00,2160-03-14 00:00:00,13,34074,58799,1031,87,2110,1.725626577449081,0.0302576744732053,0.084384093113482,0.0014796170002891,24.25287356321839,0.0619240476609731,0.7930810266679607,1.581412112674706,0.7883310860067454,Full-Funnel Creator
CAMP129064,YouTube,Fitness,Product Launch,2101-07-30 00:00:00,2101-08-18 00:00:00,19,477448,59100,596,25,3076,0.1237831135537273,0.0012483034801695,0.0419463087248322,0.0004230118443316,123.04,0.0064425864177879,-0.1235797278202291,-0.3572578701567608,-0.2336781423365316,Spike Artist
CAMP134965,YouTube,Travel,Seasonal Sale,2117-09-25 00:00:00,2117-10-23 00:00:00,28,844639,62743,3805,78,530,0.0742838064545918,0.0045048831512634,0.0204993429697766,0.0012431665683821,6.794871794871795,0.000627487009243,-0.151905886533513,-0.5660182302227343,-0.4141123436892213,Spike Artist
CAMP116622,YouTube,Fashion,Event Promotion,2067-07-06 00:00:00,2067-07-30 00:00:00,24,301897,27454,3720,139,2050,0.0909383001487262,0.0123220833595564,0.0373655913978494,0.0050630144969767,14.748201438848922,0.0067903953997555,-0.1423752918784279,0.0610183276606588,0.2033936195390868,Spike Artist
CAMP219290,YouTube,Gaming,Giveaway,2348-08-10 00:00:00,2348-08-23 00:00:00,13,663998,48796,3634,54,52,0.073488173157148,0.0054729080509278,0.0148596587782058,0.0011066480859086,0.9629629629629628,7.831348889605089e-05,-0.1523611905848571,-0.6177032465991946,-0.4653420560143374,Spike Artist
CAMP186408,TikTok,Beauty,Giveaway,2258-07-31 00:00:00,2258-08-25 00:00:00,25,77890,54838,554,28,4524,0.7040441648478624,0.0071125946848119,0.0505415162454873,0.000510594842992,161.57142857142858,0.0580819103864424,0.2084767714995698,0.0343578213278938,-0.1741189501716759,Spike Artist
CAMP224008,YouTube,Gaming,Product Launch,2361-07-11 00:00:00,2361-08-04 00:00:00,24,961100,87561,15005,671,3975,0.0911049838726459,0.0156123192175632,0.0447184271909363,0.0076632290631673,5.923994038748137,0.0041358859639995,-0.1422799065105233,0.3334858306947604,0.4757657372052838,Spike Artist
CAMP185460,Instagram,Fitness,Brand Awareness,2255-12-26 00:00:00,2255-12-27 00:00:00,1,571723,67208,400,6,1040,0.1175534305948859,0.000699639510742,0.015,8.927508629925008e-05,173.33333333333334,0.0018190627279294,-0.127144686575554,-0.82370627430327,-0.6965615877277159,Spike Artist
CAMP134257,Instagram,Gaming,Brand Awareness,2115-10-18 00:00:00,2115-10-30 00:00:00,12,206145,48218,577,23,4931,0.2339033204783041,0.0027990007033883,0.0398613518197573,0.000477000290348,214.3913043478261,0.0239200562710713,-0.0605630384625775,-0.3249738089365102,-0.2644107704739326,Spike Artist
CAMP150691,Instagram,Gaming,Brand Awareness,2160-10-15 00:00:00,2160-11-10 00:00:00,26,619085,21866,4673,97,1141,0.0353198672234022,0.0075482365103337,0.0207575433340466,0.0044361108570383,11.762886597938143,0.001843042554738,-0.1742031426253401,-0.4177239270799946,-0.2435207844546544,Ghost Amplifier
CAMP110672,Instagram,Gaming,Brand Awareness,2051-03-22 00:00:00,2051-04-12 00:00:00,21,269331,61718,1275,43,515,0.2291529753351823,0.0047339519030486,0.0337254901960784,0.0006967173271979,11.976744186046512,0.0019121452784863,-0.063281440766623,-0.3419290739908194,-0.2786476332241964,Spike Artist
CAMP244166,YouTube,Food,Seasonal Sale,2416-09-18 00:00:00,2416-09-30 00:00:00,12,678914,6303,10735,737,4845,0.0092839446527837,0.0158120174278332,0.0686539357242664,0.1169284467713787,6.573948439620081,0.0071363972461902,-0.1891022941125534,1.2174962648309924,1.406598558943546,Behavior-Positive
CAMP107321,Instagram,Beauty,Event Promotion,2042-01-17 00:00:00,2042-02-13 00:00:00,27,634524,43682,7166,239,4686,0.0688421556946624,0.0112935050526063,0.0333519397153223,0.0054713612014101,19.606694560669457,0.0073850634491366,-0.155019890993804,-0.0468607821776841,0.1081591088161198,Spike Artist
CAMP115110,Instagram,Fashion,Brand Awareness,2063-05-16 00:00:00,2063-05-26 00:00:00,10,925662,60055,14844,532,969,0.0648778927945621,0.0160360909273579,0.0358393963891134,0.0088585463325285,1.8214285714285716,0.0010468183851124,-0.1572884548721736,0.2113732081147714,0.368661662986945,Spike Artist
CAMP229696,TikTok,Fashion,Brand Awareness,2377-02-05 00:00:00,2377-03-01 00:00:00,24,498704,86833,3019,41,3958,0.1741173120728929,0.0060536911675061,0.0135806558463067,0.0004721707185056,96.53658536585364,0.0079365715935705,-0.0947757994520132,-0.6166698963605571,-0.5218940969085439,Spike Artist
CAMP183564,YouTube,Gaming,Giveaway,2250-10-17 00:00:00,2250-10-28 00:00:00,11,571896,26343,4205,146,2255,0.0460625708170716,0.0073527354623917,0.0347205707491082,0.0055422692935504,15.445205479452056,0.0039430246058723,-0.1680555913799337,-0.1923785009121139,-0.0243229095321801,Spike Artist
CAMP219866,Instagram,Food,Brand Awareness,2350-03-09 00:00:00,2350-03-14 00:00:00,5,934270,62590,7456,191,2897,0.0669934815417384,0.0079805623641987,0.0256169527896995,0.0030516056878095,15.167539267015709,0.0031008166804028,-0.1560778015087935,-0.3257616175944747,-0.1696838160856811,Spike Artist
CAMP233769,Instagram,Beauty,Brand Awareness,2388-04-01 00:00:00,2388-04-26 00:00:00,25,598895,86396,3709,166,55,0.1442590103440502,0.0061930722413778,0.0447559989215421,0.001921385249317,0.3313253012048193,9.18357975939021e-05,-0.1118623213297121,-0.0934652647392349,0.0183970565904771,Spike Artist
CAMP246285,TikTok,Fitness,Seasonal Sale,2422-07-08 00:00:00,2422-08-04 00:00:00,27,955004,90631,19804,962,806,0.0949011731888034,0.0207370859179647,0.0485760452433851,0.0106144696626981,0.8378378378378378,0.0008439755226156,-0.1401075233525169,0.6285611973868188,0.7686687207393358,Spike Artist
